time,total_free_energy,total_solute
0.0100000000,655.1011393569,4999.5150025523
0.0300000000,652.0813493008,4999.5150025468
0.0700000000,649.4953093454,4999.5150025436
0.1500000000,647.3046684812,4999.5150025432
0.3100000000,645.5501075910,4999.5150025423
0.6300000000,644.2099958171,4999.5150025401
1.2700000000,643.1806605618,4999.5150025361
2.5500000000,642.3137759901,4999.5150025592
